y_belief_report_fac,y_belief_report_num,y_share_report_email_num,y_share_report_fb_num,y_share_report_twitter_num,y_share_report_whatsapp_num,y_share_report_email_fac,y_share_report_fb_fac,y_share_report_twitter_fac,y_share_report_whatsapp_fac,d_treatment_source,x_age,x_sex_fac,x_sex_num,x_income_fac,x_income_num,x_education,x_education_fac,x_education_num
3,3,0,NA,NA,0,No,NA,NA,No,1,75,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,1,0,NA,0,Yes,No,NA,No,0,73,female,0,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
5,5,0,0,NA,0,No,No,NA,No,1,43,female,0,"3,501 to 4,000€",8,Abitur,High school,4
4,4,0,0,NA,0,No,No,NA,No,1,47,male,1,"5,001€ or more",11,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,70,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,1,NA,0,No,Yes,NA,No,0,70,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,NA,No,No,NA,NA,0,73,female,0,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
1,1,0,NA,NA,0,No,NA,NA,No,1,70,female,0,"3,001 to 3,500€",7,Volks- oder Hauptschulabschluss,Elementary school,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,75,male,1,NA,NA,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,73,female,0,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
1,1,0,NA,NA,NA,No,NA,NA,NA,0,75,female,0,"4,501 to 5,000€",10,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,NA,No,NA,NA,NA,0,70,male,1,"1,501 to 2,000€",4,Fachhochschulreife,Technical high school,3
3,3,0,NA,NA,NA,No,NA,NA,NA,1,45,female,0,NA,NA,Fachhochschulreife,Technical high school,3
2,2,0,0,NA,0,No,No,NA,No,1,71,female,0,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,0,70,female,0,"501 to 1,000€",2,Abitur,High school,4
4,4,0,1,NA,0,No,Yes,NA,No,1,70,male,1,"4,001 to 4,500€",9,Fachhochschulreife,Technical high school,3
6 - Completely,6,0,1,NA,0,No,Yes,NA,No,1,70,female,0,"2,001 to 2,500€",5,Abitur,High school,4
5,5,0,0,NA,0,No,No,NA,No,1,37,male,1,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
3,3,0,0,NA,0,No,No,NA,No,0,41,female,0,"2,001 to 2,500€",5,Fachhochschulreife,Technical high school,3
3,3,0,1,NA,0,No,Yes,NA,No,0,73,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,NA,No,NA,NA,NA,0,59,male,1,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,0,No,No,NA,No,1,70,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,1,NA,NA,1,Yes,NA,NA,Yes,0,71,male,1,"2,001 to 2,500€",5,Volks- oder Hauptschulabschluss,Elementary school,1
2,2,0,NA,NA,NA,No,NA,NA,NA,1,71,female,0,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
2,2,0,NA,NA,NA,No,NA,NA,NA,0,73,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,0,No,NA,NA,No,0,50,female,0,0 to 500€,1,Abitur,High school,4
4,4,0,0,NA,0,No,No,NA,No,0,40,male,1,"3,501 to 4,000€",8,Fach- or Hochschulstudium,University,5
2,2,0,NA,NA,NA,No,NA,NA,NA,1,76,male,1,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,1,0,NA,NA,Yes,No,NA,NA,0,71,male,1,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,NA,NA,NA,No,NA,NA,NA,0,75,male,1,"1,001 to 1,500€",3,Abitur,High school,4
3,3,0,0,NA,0,No,No,NA,No,0,72,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,NA,No,No,NA,NA,0,51,female,0,"3,501 to 4,000€",8,Fach- or Hochschulstudium,University,5
5,5,0,0,NA,NA,No,No,NA,NA,1,63,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,0,0,No,NA,No,No,1,74,male,1,0 to 500€,1,Fach- or Hochschulstudium,University,5
3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,71,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,0,No,NA,NA,No,1,71,male,1,"4,501 to 5,000€",10,Volks- oder Hauptschulabschluss,Elementary school,1
6 - Completely,6,0,NA,NA,NA,No,NA,NA,NA,1,83,male,1,"2,501 to 3,000€",6,Abitur,High school,4
3,3,0,NA,NA,NA,No,NA,NA,NA,0,71,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,NA,NA,0,No,NA,NA,No,0,55,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,0,No,NA,NA,No,0,82,male,1,"3,001 to 3,500€",7,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,0,NA,0,No,No,NA,No,1,70,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,1,65,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,NA,NA,NA,No,NA,NA,NA,0,73,female,0,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
5,5,0,NA,NA,NA,No,NA,NA,NA,0,43,male,1,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,0,No,NA,NA,No,0,48,male,1,"2,001 to 2,500€",5,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,0,NA,0,No,No,NA,No,0,68,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,57,male,1,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,1,NA,NA,1,Yes,NA,NA,Yes,0,75,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,NA,No,NA,NA,NA,1,57,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,1,70,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,0,NA,0,No,No,NA,No,0,27,female,0,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
2,2,0,0,NA,0,No,No,NA,No,1,73,female,0,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
2,2,NA,1,NA,NA,NA,Yes,NA,NA,1,69,female,0,NA,NA,Abitur,High school,4
5,5,0,0,NA,0,No,No,NA,No,0,71,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,71,male,1,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,1,NA,NA,NA,Yes,NA,NA,NA,1,76,male,1,NA,NA,Fach- or Hochschulstudium,University,5
3,3,0,0,NA,NA,No,No,NA,NA,0,70,female,0,"1,001 to 1,500€",3,Abitur,High school,4
3,3,0,0,NA,0,No,No,NA,No,0,82,female,0,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
2,2,0,0,NA,0,No,No,NA,No,0,75,female,0,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,NA,NA,0,No,NA,NA,No,0,80,male,1,"3,001 to 3,500€",7,Fachhochschulreife,Technical high school,3
3,3,0,0,NA,0,No,No,NA,No,0,50,male,1,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,NA,NA,1,No,NA,NA,Yes,0,70,male,1,"501 to 1,000€",2,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,NA,No,NA,NA,NA,1,71,female,0,"2,501 to 3,000€",6,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,NA,NA,0,No,NA,NA,No,1,73,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,0,No,NA,NA,No,1,77,male,1,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,0,NA,1,No,No,NA,Yes,1,74,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,NA,NA,NA,No,NA,NA,NA,0,71,female,0,"2,001 to 2,500€",5,Abitur,High school,4
2,2,0,NA,NA,NA,No,NA,NA,NA,0,71,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,NA,NA,0,No,NA,NA,No,1,70,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,0,44,female,0,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
3,3,NA,NA,NA,0,NA,NA,NA,No,0,70,male,1,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,NA,No,No,NA,NA,0,71,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,NA,NA,NA,No,NA,NA,NA,1,74,female,0,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
4,4,NA,NA,NA,0,NA,NA,NA,No,1,72,female,0,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,NA,NA,NA,No,NA,NA,NA,1,78,male,1,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,0,71,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,0,NA,0,No,No,NA,No,0,76,female,0,NA,NA,Fachhochschulreife,Technical high school,3
3,3,0,NA,NA,0,No,NA,NA,No,0,73,female,0,"3,501 to 4,000€",8,Fachhochschulreife,Technical high school,3
6 - Completely,6,0,NA,NA,0,No,NA,NA,No,1,70,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,53,male,1,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,0,No,NA,NA,No,1,72,male,1,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
1,1,0,0,NA,0,No,No,NA,No,0,65,male,1,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
4,4,0,0,0,0,No,No,No,No,0,74,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,0,1,NA,NA,No,Yes,NA,NA,1,71,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,1,NA,0,No,Yes,NA,No,0,75,male,1,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,NA,NA,0,No,NA,NA,No,0,81,male,1,"2,501 to 3,000€",6,Volks- oder Hauptschulabschluss,Elementary school,1
2,2,0,0,NA,NA,No,No,NA,NA,1,48,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,NA,NA,NA,No,NA,NA,NA,0,75,male,1,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,1,74,female,0,"3,501 to 4,000€",8,Fachhochschulreife,Technical high school,3
5,5,0,1,NA,0,No,Yes,NA,No,1,70,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,NA,NA,NA,No,NA,NA,NA,0,75,female,0,"4,501 to 5,000€",10,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,NA,No,NA,NA,NA,0,76,female,0,"3,501 to 4,000€",8,Fach- or Hochschulstudium,University,5
3,3,0,0,NA,0,No,No,NA,No,0,43,male,1,"2,501 to 3,000€",6,Fachhochschulreife,Technical high school,3
5,5,0,0,NA,0,No,No,NA,No,1,74,male,1,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,0,No,NA,NA,No,0,80,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,72,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,NA,No,NA,NA,NA,0,89,male,1,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
2,2,0,0,NA,0,No,No,NA,No,0,71,female,0,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
5,5,0,NA,NA,0,No,NA,NA,No,1,73,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,NA,No,No,NA,NA,0,71,male,1,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,NA,NA,0,No,NA,NA,No,1,69,female,0,"1,501 to 2,000€",4,Fachhochschulreife,Technical high school,3
3,3,NA,0,NA,NA,NA,No,NA,NA,1,70,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,0,NA,0,No,No,NA,No,0,73,female,0,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,0,75,female,0,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
5,5,0,NA,NA,0,No,NA,NA,No,0,88,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
4,4,0,0,NA,0,No,No,NA,No,1,41,male,1,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
5,5,NA,NA,NA,0,NA,NA,NA,No,1,69,female,0,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
5,5,0,NA,NA,0,No,NA,NA,No,0,74,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,0,No,NA,NA,No,0,72,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,NA,NA,0,No,NA,NA,No,1,75,male,1,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,0,81,male,1,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
0 - Not at all,0,0,NA,NA,0,No,NA,NA,No,1,74,male,1,"3,001 to 3,500€",7,Volks- oder Hauptschulabschluss,Elementary school,1
3,3,0,0,NA,0,No,No,NA,No,0,72,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,NA,NA,0,No,NA,NA,No,0,78,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,NA,0,NA,0,NA,No,NA,No,1,72,male,1,"4,001 to 4,500€",9,Fach- or Hochschulstudium,University,5
1,1,0,0,NA,0,No,No,NA,No,0,72,male,1,"2,501 to 3,000€",6,Fachhochschulreife,Technical high school,3
4,4,0,0,NA,NA,No,No,NA,NA,0,70,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,0,NA,NA,No,No,NA,NA,1,74,female,0,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,1,74,male,1,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
2,2,0,NA,NA,NA,No,NA,NA,NA,1,74,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,0,No,No,NA,No,0,70,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,0,No,NA,NA,No,0,71,female,0,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,70,male,1,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,NA,No,NA,NA,NA,1,70,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,0,No,NA,NA,No,1,76,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,NA,No,NA,NA,NA,0,70,female,0,"3,001 to 3,500€",7,Volks- oder Hauptschulabschluss,Elementary school,1
0 - Not at all,0,0,NA,NA,0,No,NA,NA,No,0,35,male,1,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,NA,No,NA,NA,NA,0,82,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,0,No,NA,NA,No,0,74,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,NA,No,NA,NA,NA,0,70,male,1,"3,501 to 4,000€",8,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,0,0,0,No,No,No,No,0,75,male,1,"3,501 to 4,000€",8,Volks- oder Hauptschulabschluss,Elementary school,1
0 - Not at all,0,NA,0,NA,NA,NA,No,NA,NA,0,74,female,0,"1,501 to 2,000€",4,Volks- oder Hauptschulabschluss,Elementary school,1
2,2,0,NA,NA,0,No,NA,NA,No,0,73,male,1,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
2,2,0,0,NA,0,No,No,NA,No,0,73,female,0,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
2,2,0,NA,NA,NA,No,NA,NA,NA,1,73,female,0,0 to 500€,1,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,0,0,0,No,No,No,No,1,76,male,1,"2,001 to 2,500€",5,Volks- oder Hauptschulabschluss,Elementary school,1
0 - Not at all,0,0,0,NA,0,No,No,NA,No,0,71,female,0,"3,501 to 4,000€",8,Abitur,High school,4
2,2,0,NA,NA,0,No,NA,NA,No,0,74,male,1,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
4,4,0,0,NA,0,No,No,NA,No,1,34,female,0,"1,501 to 2,000€",4,Abitur,High school,4
5,5,0,NA,NA,0,No,NA,NA,No,1,76,male,1,NA,NA,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,0,No,NA,NA,No,0,72,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,0,0,0,No,No,No,No,1,73,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,1,1,NA,1,Yes,Yes,NA,Yes,1,72,female,0,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
6 - Completely,6,0,NA,NA,0,No,NA,NA,No,1,76,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,0,1,0,0,No,Yes,No,No,1,29,male,1,"1,501 to 2,000€",4,Abitur,High school,4
5,5,0,0,NA,0,No,No,NA,No,1,70,female,0,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
4,4,0,0,NA,0,No,No,NA,No,1,71,male,1,"1,001 to 1,500€",3,Fachhochschulreife,Technical high school,3
2,2,0,NA,NA,NA,No,NA,NA,NA,1,86,female,0,"1,001 to 1,500€",3,Fach- or Hochschulstudium,University,5
1,1,0,0,NA,NA,No,No,NA,NA,1,70,male,1,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,77,female,0,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,1,NA,NA,0,Yes,NA,NA,No,1,74,female,0,"2,001 to 2,500€",5,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,NA,NA,0,No,NA,NA,No,1,71,female,0,NA,NA,Fach- or Hochschulstudium,University,5
4,4,0,NA,0,NA,No,NA,No,NA,1,74,female,0,"1,501 to 2,000€",4,Fachhochschulreife,Technical high school,3
4,4,0,NA,NA,0,No,NA,NA,No,0,44,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,NA,No,NA,NA,NA,0,72,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,NA,NA,0,No,NA,NA,No,1,79,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,0,No,NA,NA,No,1,39,female,0,"3,501 to 4,000€",8,Fachhochschulreife,Technical high school,3
4,4,0,NA,NA,0,No,NA,NA,No,0,57,male,1,"2,001 to 2,500€",5,Fachhochschulreife,Technical high school,3
6 - Completely,6,1,NA,NA,NA,Yes,NA,NA,NA,1,76,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,0,No,NA,NA,No,1,70,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,NA,NA,0,No,NA,NA,No,0,72,female,0,"1,501 to 2,000€",4,Finished Grundschule,NA,NA
5,5,0,0,0,0,No,No,No,No,1,70,female,0,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
2,2,0,NA,NA,0,No,NA,NA,No,1,70,male,1,"2,501 to 3,000€",6,Fach- or Hochschulstudium,University,5
3,3,0,NA,NA,0,No,NA,NA,No,0,74,female,0,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,0,0,NA,0,No,No,NA,No,1,74,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,1,1,NA,1,Yes,Yes,NA,Yes,1,41,female,0,"2,501 to 3,000€",6,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,0,0,0,NA,No,No,No,NA,0,83,male,1,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,74,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,NA,NA,0,No,NA,NA,No,0,76,male,1,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
5,5,0,0,NA,0,No,No,NA,No,1,74,male,1,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
4,4,0,NA,NA,0,No,NA,NA,No,1,38,male,1,"1,501 to 2,000€",4,Fach- or Hochschulstudium,University,5
3,3,0,0,NA,NA,No,No,NA,NA,1,74,male,1,"5,001€ or more",11,Fach- or Hochschulstudium,University,5
5,5,0,NA,NA,0,No,NA,NA,No,0,72,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,0,NA,0,No,No,NA,No,1,70,female,0,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
6 - Completely,6,1,1,NA,1,Yes,Yes,NA,Yes,1,69,female,0,"3,501 to 4,000€",8,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,NA,NA,0,No,NA,NA,No,1,82,female,0,"501 to 1,000€",2,Volks- oder Hauptschulabschluss,Elementary school,1
5,5,0,0,NA,NA,No,No,NA,NA,1,71,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
2,2,0,0,NA,NA,No,No,NA,NA,0,70,female,0,"1,001 to 1,500€",3,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
3,3,0,0,NA,0,No,No,NA,No,1,72,female,0,"2,001 to 2,500€",5,Fach- or Hochschulstudium,University,5
2,2,0,0,NA,0,No,No,NA,No,1,80,female,0,"2,001 to 2,500€",5,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,NA,NA,NA,No,NA,NA,NA,0,73,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
0 - Not at all,0,0,NA,NA,0,No,NA,NA,No,0,76,female,0,"1,001 to 1,500€",3,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,NA,NA,NA,No,NA,NA,NA,0,73,male,1,"2,001 to 2,500€",5,Volks- oder Hauptschulabschluss,Elementary school,1
4,4,0,0,NA,0,No,No,NA,No,0,69,female,0,"2,501 to 3,000€",6,Fachhochschulreife,Technical high school,3
3,3,0,0,NA,0,No,No,NA,No,1,41,female,0,"2,501 to 3,000€",6,Abitur,High school,4
4,4,0,0,NA,0,No,No,NA,No,0,54,male,1,"3,001 to 3,500€",7,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
0 - Not at all,0,0,NA,NA,NA,No,NA,NA,NA,0,35,male,1,"501 to 1,000€",2,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,0,NA,0,No,No,NA,No,1,44,female,0,"4,001 to 4,500€",9,Fachhochschulreife,Technical high school,3
1,1,0,NA,NA,0,No,NA,NA,No,1,61,male,1,"4,001 to 4,500€",9,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
5,5,0,0,NA,NA,No,No,NA,NA,1,37,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
4,4,0,1,NA,0,No,Yes,NA,No,0,36,female,0,"3,001 to 3,500€",7,Fach- or Hochschulstudium,University,5
4,4,0,0,0,0,No,No,No,No,1,47,male,1,"1,501 to 2,000€",4,"Mittlere Reife, Realschulabschluss, Fachoberschulreife",Middle school,2
6 - Completely,6,0,NA,NA,0,No,NA,NA,No,1,52,female,0,"2,501 to 3,000€",6,Abitur,High school,4
